34	12	256600
34	13	267120
34	14	283429
34	15	287247
34	16	291839
34	17	285565
34	18	278721
35	13	272380
35	14	285900
35	15	295618
35	16	298825
35	17	298209
35	18	291462
35	19	278799
36	13	274500
36	14	292020
36	15	299083
36	16	308713
36	17	306789
36	18	306715
36	19	293128
36	20	281360
37	13	278900
37	14	294210
37	15	305900
37	16	313017
37	17	317100
37	18	315504
37	19	308573
37	20	296152
38	14	299500
38	15	309440
38	16	321054
38	17	323208
38	18	327342
38	19	320647
38	20	313122
39	15	315700
39	16	325430
39	17	331282
39	18	333941
39	19	333723
39	20	326410
39	21	312520
40	15	319450
40	16	333180
40	17	337110
40	18	343810
40	19	341523
40	20	342052
40	21	326950
40	22	314490
41	15	324000
41	16	337010
41	17	344960
41	18	349909
41	19	351618
41	20	350414
41	21	343137
42	16	343700
42	17	350680
42	18	359340
42	19	359152
42	20	361895
42	21	354687
42	22	346905
43	16	347000
43	17	357800
43	18	364960
43	19	368795
43	20	369828
43	21	366825
43	22	359175
44	17	361830
44	18	373318
44	19	376080
44	20	380960
44	21	376524
44	22	375474
45	17	368800
45	18	378850
45	19	384953
45	20	388375
45	21	387849
45	22	385004
45	23	377089
46	18	386920
46	19	391835
46	20	398768
46	21	396610
46	22	398194
46	23	390360
46	24	381975
47	18	391180
47	19	400184
47	20	406044
47	21	407254
47	22	407072
47	23	403362
47	24	395128
48	19	404683
48	20	415991
48	21	415487
48	22	418698
48	23	413904
48	24	411462
49	19	410950
49	20	421138
49	21	425618
49	22	426841
49	23	425456
49	24	422044
49	25	413547
50	19	414100
50	20	427491
50	21	431674
50	22	437780
50	23	434789
50	24	435044
50	25	426628
50	26	417700
51	20	431880
51	21	438427
51	22	444152
51	23	445840
51	24	444305
51	25	440315
51	26	431514
52	20	436600
52	21	443660
52	22	451961
52	23	453152
52	24	456345
52	25	450851
52	26	447697
53	22	457390
53	23	461631
53	24	464284
53	25	462904
53	26	458380
53	27	449296
54	21	453900
54	22	464400
54	23	467744
54	24	474003
54	25	471843
54	26	471758
54	27	462733
54	28	453150
55	22	468520
55	23	475080
55	24	480249
55	25	482070
55	26	481056
55	27	476822
55	28	467347
56	22	473900
56	23	480240
56	24	488506
56	25	489340
56	26	492253
56	27	486905
56	28	483988
57	23	486450
57	24	493680
57	25	497991
57	26	499899
57	27	498281
57	28	494235
57	29	484682
58	23	490500
58	24	501290
58	25	504480
58	26	509944
58	27	506854
58	28	506453
58	29	497108
58	30	486960
59	23	496100
59	24	505280
59	25	512120
59	26	516525
59	27	517308
59	28	515453
59	29	509871
59	30	499990
60	23	499400
60	24	512300
60	25	517600
60	26	525345
60	27	524800
60	28	526841
60	29	519932
60	30	514992
61	24	516300
61	25	524500
61	26	530927
61	27	534122
61	28	534661
61	29	531642
61	30	525223
62	24	522800
62	25	529300
62	26	538979
62	27	540727
62	28	545258
62	29	540528
62	30	538119
62	31	528170
63	25	535700
63	26	543930
63	27	549207
63	28	552096
63	29	551381
63	30	547232
63	31	540930
64	25	540100
64	26	551300
64	27	555230
64	28	561754
64	29	559297
64	30	559093
64	31	551146
64	32	545950
65	25	546000
65	26	555600
65	27	562677
65	28	567852
65	29	569207
65	30	567073
65	31	563035
65	32	556010
66	26	562700
66	27	567600
66	28	576830
66	29	576273
66	30	578133
66	31	572176
66	32	569290
67	26	567000
67	27	575000
67	28	582615
67	29	585391
67	30	585185
67	31	583402
67	32	578397
67	33	571600
68	27	579600
68	28	590430
68	29	591700
68	30	595383
68	31	591679
68	32	590792
68	33	581910
69	27	586800
69	28	595390
69	29	599973
69	30	601865
69	31	601989
69	32	598980
69	33	594180
69	34	586620
70	28	602600
70	29	605265
70	30	611081
70	31	609644
70	32	610517
70	33	603520
71	28	607000
71	29	613140
71	30	616915
71	31	618947
71	32	617933
71	33	615138
72	28	613900
72	30	625793
72	31	625468
72	32	628685
72	33	623547
72	34	622430
72	35	612900
72	36	607100
73	30	631150
73	31	634657
73	32	635468
73	33	634345
73	34	630823
73	35	625360
73	36	617930
74	30	639520
74	31	641080
74	32	645664
74	33	642319
74	34	642890
74	35	635202
74	36	631280
74	37	620100
75	30	644350
75	31	649560
75	32	652169
75	33	652564
75	34	650918
75	35	647106
75	36	641426
75	37	633625
76	30	651990
76	31	655370
76	32	661598
76	33	659892
76	34	662072
76	35	656327
76	36	654235
76	37	644954
77	30	656630
77	31	663110
77	32	667670
77	33	669590
77	34	669490
77	35	667343
77	36	663499
77	37	657371
77	38	649740
78	30	663310
78	31	668970
78	32	676390
78	33	676562
78	34	679988
78	35	675633
78	36	675558
78	37	667552
78	38	663008
79	31	675870
79	32	682090
79	33	685453
79	34	686951
79	35	686320
79	36	683912
79	37	679484
79	38	673383
79	39	665500
80	30	674010
80	31	680520
80	32	690118
80	33	692006
80	34	696865
80	35	694212
80	36	695434
80	37	688932
80	38	686281
81	31	687510
81	32	695040
81	33	700492
81	34	703566
81	35	704369
81	36	703306
81	37	700287
81	38	695574
81	39	689280
81	40	681300
82	32	702440
82	33	706350
82	34	712841
82	35	711962
82	36	714272
82	37	709090
82	38	708128
82	39	699530
82	40	694700
83	33	713980
83	34	718660
83	35	721547
83	36	721737
83	37	720045
83	38	716987
83	39	711740
83	40	705090
83	41	696800
84	34	727341
84	35	728385
84	36	732257
84	37	728794
84	38	728906
84	39	721640
85	34	731890
85	35	737291
85	36	739378
85	37	739283
85	38	737436
85	39	733398
85	40	727920
85	41	721140
86	34	738075
86	35	742391
86	36	749235
86	37	747934
86	38	748925
86	39	742904
86	40	740640
86	41	731880
86	42	725800
87	34	742190
87	35	748680
87	36	754750
87	37	757853
87	38	757354
87	39	754710
87	40	750259
87	41	744310
87	42	737040
88	34	747550
88	35	753630
88	36	761804
88	37	763936
88	38	768466
88	39	764062
88	40	762606
88	42	750118
89	35	759540
89	36	766910
89	37	771111
89	38	774825
89	39	775538
89	40	771923
89	41	766850
89	42	760492
89	43	752200
90	35	763650
90	36	773217
90	37	776827
90	38	782632
90	39	782395
90	40	783892
90	41	777000
90	42	773728
90	43	763990
91	35	768620
91	36	777640
91	37	783291
91	38	788400
91	39	790325
91	40	791087
91	41	789052
91	42	783835
91	43	776830
91	44	768600
92	35	771760
92	36	783185
92	37	788390
92	38	795707
92	39	796865
92	40	799722
92	41	796934
92	42	796508
92	43	787860
93	36	786490
93	37	794312
93	38	800991
93	39	804345
93	40	806456
93	41	805765
93	42	804578
93	43	800595
93	44	793480
94	37	798308
94	38	807817
94	39	810542
94	40	814676
94	41	812992
94	42	814255
94	43	809218
94	44	806849
95	37	803667
95	38	812164
95	39	817468
95	40	821139
95	41	821481
95	42	821624
95	43	819152
95	44	815802
95	45	809910
96	37	807110
96	38	818072
96	39	822676
96	40	828994
96	41	828375
96	42	830779
96	43	827024
96	44	826496
96	45	819267
96	46	815030
97	37	812340
97	38	821981
97	39	828667
97	40	834573
97	41	836449
97	42	837600
97	43	836498
97	44	834607
97	45	830300
97	46	824700
98	37	816350
98	38	827890
98	39	832930
98	40	840972
98	41	842440
98	42	846242
98	43	843776
98	44	844791
98	45	838951
98	46	836301
98	47	827100
99	37	820950
99	38	831450
99	39	838751
99	40	845536
99	41	849312
99	42	852168
99	43	852743
99	44	852254
99	45	849429
99	46	845261
99	47	839050
100	38	837620
100	39	843910
100	40	852440
100	41	855000
100	42	860458
100	43	859507
100	44	861927
100	45	857515
100	46	856371
100	47	848540
100	48	843880
100	49	832900
101	37	829850
101	38	840880
101	39	849600
101	40	857370
101	41	862070
101	42	865856
101	43	867899
101	44	868729
101	45	867406
101	46	864643
101	47	859660
101	48	853400
102	38	846620
102	39	854660
102	40	863720
102	41	867550
102	42	873974
102	43	874201
102	44	877949
102	45	874844
102	46	875213
102	47	868480
102	48	865110
102	49	855100
103	40	868430
103	41	874590
103	42	879340
103	43	882304
103	44	884181
103	45	884163
103	46	882837
103	47	879367
103	48	874443
103	49	867611
104	41	879570
104	42	886890
104	43	888260
104	44	893085
104	45	891162
104	46	892820
104	47	887759
104	48	885841
104	49	877150
104	50	871850
105	41	886270
105	42	891970
105	43	896140
105	44	898995
105	45	900130
105	46	899914
105	47	897787
105	48	894266
105	49	888635
105	50	881600
105	51	871370
106	42	898959
106	43	901696
106	44	907461
106	45	906718
106	46	909477
106	47	905729
106	48	905141
106	49	897835
106	50	893870
107	42	903710
107	43	909090
107	44	913130
107	45	915287
107	46	916016
107	47	915266
107	48	913067
107	49	908859
107	50	903070
108	43	914000
108	44	920930
108	45	921510
108	46	925236
108	47	922536
108	48	923403
108	49	917460
108	50	914590
108	52	896700
109	44	926200
109	45	929581
109	46	931390
109	47	931723
109	48	930727
109	49	927924
109	50	923292
109	51	916130
109	52	906670
109	53	895880
110	44	933560
110	45	935590
110	46	940207
110	47	938532
110	48	940642
110	49	935982
110	50	934563
110	52	919440
111	46	945960
111	47	947364
111	48	947618
111	49	945970
111	50	942743
111	52	928710
112	46	954337
112	47	953843
112	48	957016
112	49	953648
112	50	953529
112	51	945692
112	52	940560
112	54	921670
113	46	959760
113	47	962322
113	48	963556
113	49	963091
113	50	961272
113	51	956573
113	53	941720
113	54	931870
113	55	920690
114	46	967637
114	47	968310
114	48	972599
114	49	970365
114	50	971571
114	51	964910
115	45	967400
115	46	972620
115	47	976420
115	48	978740
115	49	979404
115	50	979117
115	51	975305
115	52	969880
116	46	980250
116	47	982070
116	48	987440
116	49	986188
116	50	988681
116	51	983191
116	52	980900
116	53	972370
116	55	955700
117	47	989840
117	48	993217
117	49	994952
117	50	995625
117	51	993086
117	52	988769
117	53	983320
117	54	976090
117	55	967790
118	46	991890
118	47	995210
118	48	1001572
118	49	1001311
118	50	1004952
118	51	1000513
118	52	999457
118	53	991640
118	54	987900
118	55	977800
119	47	1002270
119	48	1006840
119	49	1009856
119	50	1011437
119	51	1010061
119	52	1006985
119	53	1002690
119	54	996900
119	55	989769
119	56	980900
120	47	1007440
120	48	1014979
120	49	1015960
120	50	1020544
120	51	1017081
120	52	1017281
120	53	1010884
120	54	1008140
120	55	999417
120	56	993600
121	47	1014520
121	48	1020140
121	49	1024130
121	50	1026715
121	51	1026322
121	52	1024505
121	53	1021453
121	54	1016926
121	55	1010744
121	56	1003200
122	49	1029940
122	50	1035529
122	51	1033129
122	52	1034330
122	53	1029314
122	54	1027640
122	55	1019804
123	48	1032530
123	49	1037863
123	50	1041475
123	51	1042095
123	52	1041259
123	53	1039243
123	54	1035785
123	55	1030792
124	48	1040000
124	49	1043380
124	50	1049962
124	51	1048562
124	52	1050684
124	53	1046742
124	54	1046254
124	55	1039557
124	56	1036127
125	48	1044720
125	49	1051060
125	50	1055695
125	51	1057276
125	52	1057260
125	53	1056292
125	54	1053857
125	55	1049977
125	56	1044630
126	48	1051760
126	49	1056460
126	50	1063889
126	51	1063480
126	52	1066374
126	53	1063437
126	54	1063913
126	55	1058306
126	56	1055850
127	48	1056030
127	49	1063720
127	50	1069448
127	51	1071867
127	52	1072665
127	53	1072580
127	54	1071136
127	55	1068269
127	56	1064040
128	48	1062900
128	49	1069150
128	50	1077350
128	51	1077839
128	52	1081440
128	53	1079406
128	54	1080743
128	55	1076032
128	56	1074727
128	57	1067300
129	49	1075840
129	50	1082710
129	51	1085927
129	52	1087524
129	53	1088240
129	54	1087650
129	55	1085673
129	56	1082459
129	57	1077960
130	49	1080930
130	50	1090400
130	51	1091766
130	52	1095942
130	53	1094740
130	54	1096906
130	55	1093145
130	56	1092731
131	49	1087220
131	50	1095610
131	51	1099460
131	52	1101872
131	53	1103323
131	54	1103511
131	55	1102377
131	56	1100225
131	57	1096480
131	58	1091700
131	59	1085600
131	60	1078300
132	49	1089560
132	50	1102920
132	51	1105238
132	52	1109942
132	53	1109652
132	54	1112447
132	55	1109545
132	56	1110042
132	57	1104550
133	50	1105340
133	51	1112540
133	52	1115760
133	53	1117900
133	54	1118887
133	55	1118532
133	56	1117232
133	57	1114220
134	50	1109080
134	51	1115660
134	52	1123270
134	53	1124042
134	54	1127434
134	55	1125424
134	56	1126700
134	57	1122200
134	58	1120920
135	51	1119430
135	52	1126770
135	53	1131951
135	54	1133817
135	55	1134186
135	56	1133673
135	57	1131690
135	58	1128883
135	59	1124380
136	52	1131440
136	53	1135730
136	54	1141877
136	55	1141015
136	56	1142781
136	57	1139130
136	58	1138820
136	59	1132910
136	60	1129920
136	61	1121280
137	52	1134650
137	53	1140810
137	54	1145903
137	55	1149293
137	56	1149686
137	57	1148300
137	58	1146300
137	59	1142820
137	60	1138340
137	62	1125220
138	53	1144680
138	54	1151710
138	55	1153706
138	56	1158298
138	57	1155778
138	58	1156040
138	59	1150821
139	53	1149290
139	54	1155316
139	55	1159591
139	56	1163021
139	57	1164556
139	58	1163496
139	59	1160584
139	60	1157010
139	61	1151730
139	62	1145783
140	54	1160730
140	55	1164012
140	56	1169449
140	57	1169717
140	58	1172696
140	59	1168526
140	60	1167521
140	61	1160690
140	62	1156939
140	63	1147690
141	54	1164140
141	55	1169506
141	56	1173975
141	57	1176405
141	58	1178125
141	59	1177923
141	60	1175318
141	61	1170810
141	62	1165497
141	63	1158740
142	54	1169360
142	55	1173620
142	56	1180144
142	57	1181573
142	58	1185294
142	59	1183766
142	60	1185146
142	61	1179490
142	62	1176619
142	63	1168190
143	55	1178861
143	56	1184332
143	57	1187796
143	58	1190439
143	59	1191118
143	60	1191270
143	61	1189446
143	62	1185221
143	63	1179163
143	64	1172370
144	55	1182560
144	56	1190239
144	57	1192580
144	58	1197335
144	59	1196872
144	60	1199087
144	61	1195973
144	62	1195741
144	63	1188644
145	55	1187500
145	56	1194600
145	57	1198740
145	58	1202070
145	59	1203819
145	60	1204842
145	61	1203897
145	62	1202498
145	63	1199056
145	64	1193220
146	55	1191120
146	56	1199710
146	57	1203030
146	58	1208780
146	59	1209020
146	60	1212407
146	61	1210153
146	62	1210913
146	63	1206253
146	64	1204441
146	65	1195390
146	66	1189450
147	55	1195750
147	56	1204160
147	57	1209130
147	58	1213290
147	59	1215800
147	60	1217700
147	61	1217813
147	62	1217255
147	63	1214751
147	64	1211782
147	65	1206390
147	66	1199240
148	55	1199100
148	56	1208790
148	57	1213130
148	58	1219610
148	59	1220880
148	60	1225032
148	61	1223711
148	62	1225397
148	63	1221507
148	64	1220765
148	65	1214220
148	66	1210750
149	58	1224050
149	59	1227456
149	60	1230071
149	61	1230979
149	62	1231268
149	63	1229790
149	64	1227694
149	65	1223274
149	66	1218680
149	67	1211884
150	58	1230320
150	59	1232540
150	60	1237451
150	61	1236582
150	62	1239254
150	63	1236211
150	64	1236400
150	65	1230961
150	66	1228385
151	59	1239470
151	60	1242785
151	61	1244445
151	62	1244850
151	63	1244144
151	64	1242898
151	65	1239550
151	66	1235898
151	67	1229991
152	60	1250060
152	61	1250390
152	62	1253108
152	63	1250451
152	64	1251488
152	65	1246720
152	66	1245334
152	67	1238010
152	68	1234120
153	60	1255320
153	61	1257877
153	62	1258976
153	63	1259001
153	64	1257735
153	65	1255383
153	66	1252430
153	67	1247518
153	68	1242173
153	69	1234931
154	60	1261730
154	61	1263680
154	62	1266943
154	63	1265443
154	64	1266629
154	65	1262290
154	66	1261749
154	67	1255215
154	68	1252401
155	60	1266870
155	61	1270310
155	62	1272750
155	63	1273595
155	64	1273065
155	65	1271461
155	66	1268584
155	67	1264700
155	68	1260070
155	69	1253715
156	61	1275620
156	62	1279992
156	63	1279932
156	64	1281601
156	65	1278374
156	66	1278025
156	68	1270190
156	69	1261960
156	70	1257600
157	62	1285430
157	63	1287381
157	64	1287961
157	65	1287119
157	66	1284995
157	67	1281670
157	68	1277390
157	69	1272130
157	70	1265850
157	71	1258131
158	62	1291980
158	63	1293200
158	64	1295898
158	65	1293896
158	66	1294050
158	67	1289040
158	70	1276526
159	63	1300109
159	64	1301842
159	65	1302030
159	66	1300882
159	67	1298262
159	68	1294711
159	69	1290080
159	70	1284320
159	71	1277520
160	64	1309293
160	65	1308405
160	66	1309458
160	67	1305386
160	68	1304270
160	69	1297900
160	72	1280990
161	64	1314928
161	65	1316102
161	66	1315912
161	67	1314271
161	68	1311486
161	69	1307540
161	72	1289420
161	73	1281150
162	64	1321774
162	65	1322390
162	66	1324109
162	67	1321187
162	68	1320700
162	69	1315080
162	72	1300405
163	65	1329377
163	66	1330380
163	67	1329595
163	68	1327603
163	69	1324382
163	70	1320230
163	71	1314850
163	73	1301070
164	65	1334930
164	66	1338038
164	67	1336269
164	68	1336450
164	69	1331705
164	74	1304010
165	66	1343754
165	67	1344258
165	68	1343100
165	69	1340725
165	70	1337180
165	71	1332480
165	74	1312680
165	75	1303780
166	66	1350798
166	67	1350502
166	68	1351574
166	69	1347752
166	70	1346666
166	71	1340400
166	74	1323844
167	66	1356220
167	67	1357786
167	68	1358010
167	69	1356479
167	70	1353743
167	71	1349830
168	67	1363650
168	68	1365781
168	69	1363320
168	70	1362794
168	71	1357540
168	76	1326490
169	66	1368000
169	67	1370443
169	68	1371784
169	69	1371353
169	70	1369662
169	71	1366586
169	72	1362530
169	76	1335260
169	77	1325800
170	67	1375960
170	68	1379043
170	69	1377946
170	70	1378132
170	71	1373891
170	76	1346601
171	67	1382300
171	68	1384725
171	69	1385433
171	70	1384747
171	71	1382486
172	68	1391561
172	69	1391669
172	70	1392767
172	71	1389465
172	72	1388330
172	73	1382630
172	78	1348320
173	69	1398618
173	70	1399134
173	71	1397681
173	78	1357210
173	79	1347200
174	69	1404300
174	70	1406599
174	71	1404442
174	72	1403933
174	73	1399310
174	78	1368713
175	69	1410820
175	70	1412421
175	71	1412109
175	72	1410642
176	69	1415950
176	70	1419285
176	71	1418397
176	72	1418807
176	73	1414910
176	80	1369690
177	70	1424852
177	71	1425469
177	72	1425185
177	73	1423237
177	80	1378760
178	70	1431632
178	71	1431494
178	72	1432811
178	73	1430120
178	74	1429240
178	75	1423800
178	76	1420690
178	80	1390430
179	71	1438287
179	72	1438910
179	73	1438017
179	74	1436175
179	75	1432680
180	71	1443980
180	72	1446298
180	73	1444662
180	74	1444587
180	75	1440000
181	72	1451994
181	73	1452239
181	74	1451269
181	75	1448748
181	76	1444980
181	77	1440120
182	72	1458711
182	73	1458302
182	74	1459333
182	75	1455750
182	76	1454060
182	77	1447740
182	78	1444040
182	82	1411650
183	72	1464010
183	73	1465236
183	74	1465524
183	75	1464185
184	72	1470290
184	73	1470850
184	74	1472935
184	75	1470670
184	76	1469919
184	77	1464600
185	73	1477479
185	74	1478689
185	75	1478340
185	76	1476545
185	78	1468730
185	79	1463240
186	73	1482760
186	74	1485883
186	75	1484519
186	76	1484807
186	77	1480193
186	78	1478030
186	79	1471130
186	80	1467130
187	74	1491350
187	75	1491879
187	76	1491099
187	77	1488814
188	74	1498184
188	75	1497750
188	76	1499088
188	77	1495497
188	78	1494208
189	74	1503060
189	75	1504782
189	76	1505009
189	77	1503694
189	78	1500941
190	74	1509960
190	75	1510440
190	76	1512801
190	77	1510020
190	78	1509853
190	79	1504628
190	82	1489720
191	75	1517296
191	76	1518559
191	77	1518091
191	78	1516290
191	79	1513680
191	80	1509710
192	76	1526117
192	77	1524289
192	78	1524966
192	79	1520667
193	76	1531702
193	77	1532060
193	78	1531222
193	79	1529371
193	80	1526248
194	76	1538813
194	77	1538127
194	78	1539592
194	79	1536317
194	80	1535495
194	84	1511030
195	76	1544100
195	77	1545359
195	78	1545697
195	79	1544688
195	80	1542400
196	76	1550820
196	77	1551190
196	78	1553619
196	79	1551331
196	80	1551234
197	77	1558093
197	78	1559465
197	79	1559402
197	80	1558020
197	81	1555060
197	83	1544740
198	78	1567022
198	79	1565914
198	80	1566504
198	81	1562260
198	83	1552730
198	86	1531980
199	77	1570370
199	78	1572578
199	79	1573498
199	80	1573168
199	81	1570940
199	82	1567280
199	83	1562140
200	78	1579860
200	79	1579730
200	80	1581197
200	81	1577958
200	82	1576365
200	83	1569690
201	78	1585070
201	79	1586946
201	80	1587427
201	81	1586161
201	82	1583480
201	83	1578850
201	85	1566560
202	79	1593020
202	80	1595181
202	81	1593034
202	82	1592202
202	83	1586270
202	85	1574670
203	79	1599832
203	80	1601174
203	81	1600883
203	82	1599126
203	83	1595090
203	84	1590070
203	85	1584230
204	80	1608669
204	81	1607539
204	82	1607520
204	83	1602290
204	84	1599176
204	85	1591920
205	80	1614337
205	81	1615085
205	82	1614252
205	83	1610761
205	84	1606450
205	85	1601130
205	87	1587800
206	80	1621064
206	81	1621589
206	82	1622340
206	83	1617800
206	84	1615171
206	85	1608680
206	87	1596040
207	80	1624410
207	81	1628438
207	82	1629078
207	83	1625897
207	84	1622206
207	85	1617514
207	86	1612120
207	87	1605620
208	81	1632227
208	82	1636446
208	83	1632784
208	84	1630601
208	85	1624830
208	86	1621211
208	87	1613440
209	81	1637183
209	82	1640382
209	83	1640244
209	84	1637568
209	85	1633300
209	86	1628590
209	87	1622650
209	89	1608360
210	81	1640861
210	82	1645568
210	83	1644849
210	84	1645228
210	85	1640465
210	86	1637309
210	87	1630268
210	89	1616730
211	82	1649393
211	83	1649983
211	84	1649779
211	85	1648211
211	86	1644536
211	87	1639149
211	88	1633370
211	89	1626300
212	82	1654524
212	83	1654316
212	84	1655787
212	85	1653251
212	86	1652511
212	87	1646600
212	88	1642475
212	89	1634210
213	83	1659496
213	84	1660141
213	85	1659286
213	86	1657621
213	87	1654690
213	88	1650020
213	89	1643440
213	91	1628270
214	82	1663298
214	83	1663540
214	84	1666030
214	85	1664157
214	86	1664316
214	87	1660172
214	88	1658331
214	89	1651210
214	91	1636750
215	83	1668690
215	84	1670162
215	85	1670100
215	86	1669236
215	87	1666966
215	88	1663968
215	89	1659700
215	90	1654000
215	91	1646350
216	84	1675913
216	85	1674662
216	86	1675883
216	87	1672372
216	88	1671281
216	89	1665650
216	90	1662700
216	91	1654410
217	85	1680590
217	86	1680548
217	87	1679112
217	88	1676756
217	89	1673154
217	90	1668890
217	91	1663250
218	84	1685479
218	85	1684962
218	86	1687062
218	87	1684438
218	88	1684065
218	89	1679090
218	90	1676778
218	91	1669720
219	85	1690600
219	86	1691512
219	87	1690947
219	88	1689394
219	89	1686440
219	90	1682750
219	91	1677910
219	92	1672430
220	86	1697804
220	87	1696157
220	88	1696584
220	89	1692320
220	90	1690624
220	91	1684120
221	87	1702428
221	88	1701960
221	89	1699620
221	90	1696424
221	91	1692200
222	86	1708185
222	87	1707427
222	88	1708677
222	89	1705597
222	90	1704232
223	87	1713461
223	88	1713828
223	89	1712460
223	90	1710123
223	91	1706390
223	92	1702100
224	87	1718270
224	88	1720311
224	89	1718126
224	90	1717575
224	91	1712920
224	92	1710300
225	87	1724130
225	88	1725213
225	89	1724788
225	90	1723335
225	91	1720530
225	92	1716700
225	93	1711710
226	87	1728720
226	88	1731610
226	89	1730187
226	90	1730522
226	91	1726906
226	92	1724813
227	87	1734470
227	88	1736171
227	89	1736715
227	90	1735977
227	91	1734176
227	92	1731207
227	93	1726870
228	88	1742479
228	89	1741742
228	90	1743087
228	91	1740157
228	92	1739068
228	94	1730650
229	88	1747050
229	89	1748030
229	90	1748341
229	91	1747248
229	92	1745155
229	93	1741810
229	94	1737400
230	88	1753010
230	89	1753220
230	90	1755135
230	91	1753043
230	92	1752825
230	93	1748420
230	94	1745933
231	89	1758940
231	90	1760253
231	91	1759860
231	92	1758696
231	93	1756100
232	89	1763770
232	90	1766691
232	91	1765414
232	92	1765969
232	94	1760647
233	90	1771477
233	91	1771940
233	92	1771728
233	93	1769920
233	94	1767030
234	90	1777669
234	91	1777160
234	92	1778572
234	93	1775980
234	94	1774810
235	90	1782100
235	91	1783240
235	92	1783870
235	93	1782964
235	94	1781040
236	91	1788300
236	92	1790415
236	93	1788700
236	94	1788398
237	91	1794070
237	92	1795540
237	93	1795277
237	94	1794274
237	95	1792030
238	91	1799020
238	92	1801694
238	93	1800765
238	94	1801274
238	95	1798230
238	96	1796480
239	92	1806500
239	93	1806982
239	94	1806921
239	95	1805336
240	92	1812432
240	93	1812038
240	94	1813454
240	95	1811294
240	96	1810296
241	93	1818170
241	94	1818696
241	95	1817935
241	96	1816385
242	94	1825005
242	95	1823472
242	96	1823355
242	98	1817260
243	94	1830040
243	95	1829839
243	96	1829048
243	97	1826758
244	94	1836062
244	95	1835203
244	96	1835849
244	97	1832811
244	98	1831263
245	94	1840835
245	95	1841257
245	96	1841369
245	97	1839776
246	94	1846615
246	95	1846233
246	96	1847826
246	97	1845690
246	98	1844789
246	100	1837190
247	96	1852983
247	97	1852246
247	98	1850818
248	96	1859196
248	98	1857784
248	100	1851556
249	96	1863909
249	97	1864028
249	98	1863369
250	96	1869742
250	97	1868997
250	98	1869994
250	100	1865528
251	96	1874155
251	97	1874792
251	98	1875103
251	99	1873945
251	100	1871688
252	98	1881275
252	99	1879230
252	100	1878927
252	102	1871302
253	98	1886079
253	99	1885584
253	100	1884468
254	98	1892111
254	99	1890677
254	100	1890983
254	102	1885598
255	99	1896652
255	100	1896159
255	101	1894334
255	102	1891542
256	100	1902543
256	101	1899630
256	102	1898641
256	104	1890650
257	100	1907511
257	101	1906322
257	102	1904310
258	101	1911701
260	106	1909020
264	108	1926720
